session_id,sample_id,orig_dialect,speaker_id,system,smos,cmos,intelligibility,text
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,17_Zürich_ba826a45-33f8-47ef-9516-a66a201aac29,Zürich,ba826a45-33f8-47ef-9516-a66a201aac29,GPT_long_coqui_srf,3,0,4,"Vor kurzem habe ich in einem kleinen Café ein unglaublich gutes Dessert gegessen. Es war eine Mischung aus Schokolade und frischen Beeren, und der Geschmack war einfach perfekt. Ich muss unbedingt herausfinden, wo es das noch gibt."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,8_Bern,Bern,7ca44480-9007-4c1c-8046-aade3c4e6a87,SNF_long_coqui_base,1.5,0,3,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,8_Innerschweiz,Innerschweiz,4a8346e7-fa21-49b9-9a6f-c69ef828a68c,SNF_long_coqui_srf_finetuned,1.5,-1,4,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,3_Ostschweiz,Ostschweiz,684dd9cf-2844-407b-9a7f-12e7b559773f,SNF_long_coqui_base,2.5,-2,3,Diese müssen sie an grössere abgeben. Die Hinweise seien von Anwohnern und über soziale Medien eingegangen.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,0_Ostschweiz,Ostschweiz,a677eda9-7709-4c9d-8656-e7b665140f3b,SNF_long_coqui_base,2.5,-2,3,Da kann man nicht in der Jugendherberge absteigen. Zumindest in den ersten drei Episoden überwiegt letzterer Einfluss.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,0_Ostschweiz,Ostschweiz,a677eda9-7709-4c9d-8656-e7b665140f3b,SNF_long_coqui_srf_finetuned,2,-2,4,Da kann man nicht in der Jugendherberge absteigen. Zumindest in den ersten drei Episoden überwiegt letzterer Einfluss.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,0_Graubünden,Graubünden,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,SNF_long_coqui_srf,2,-2,3,Da kann man nicht in der Jugendherberge absteigen. Zumindest in den ersten drei Episoden überwiegt letzterer Einfluss.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,8_Zürich,Zürich,4ee1811c-9884-4261-99cb-2f7346c8ea6e,SNF_long_coqui_base,1.5,-2,3,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,7_Graubünden_6516567b-0d9b-4853-880c-d5f0327dd384,Graubünden,6516567b-0d9b-4853-880c-d5f0327dd384,GPT_long_coqui_base,4,-1,4,Ich war heute im Park und habe eine Runde gejoggt. Danach habe ich noch einen Kaffee im Café getrunken.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,10_Graubünden_6516567b-0d9b-4853-880c-d5f0327dd384,Graubünden,6516567b-0d9b-4853-880c-d5f0327dd384,GPT_long_coqui_srf_finetuned,2,-2,4,Ich war heute im Park und habe eine Runde gejoggt. Danach habe ich noch einen Kaffee im Café getrunken.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,0_Ostschweiz,Ostschweiz,a677eda9-7709-4c9d-8656-e7b665140f3b,SNF_long_coqui_srf,3.5,0,4,Da kann man nicht in der Jugendherberge absteigen. Zumindest in den ersten drei Episoden überwiegt letzterer Einfluss.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,0_Graubünden,Graubünden,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,SNF_long_coqui_srf_finetuned,1,-3,3,Da kann man nicht in der Jugendherberge absteigen. Zumindest in den ersten drei Episoden überwiegt letzterer Einfluss.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,10_Ostschweiz_684dd9cf-2844-407b-9a7f-12e7b559773f,Ostschweiz,684dd9cf-2844-407b-9a7f-12e7b559773f,GPT_long_coqui_srf,2,0,4,Das Interesse an nachhaltigem Tourismus wächst. Immer mehr Reisende legen Wert auf umweltfreundliche Hotels und Aktivitäten. Dieser Trend könnte die Tourismusindustrie langfristig verändern.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,8_Graubünden_c4f6bcdf-fc02-4fe8-9277-0701cfffebab,Graubünden,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,GPT_long_coqui_base,2,-3,3,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,8_Innerschweiz,Innerschweiz,4a8346e7-fa21-49b9-9a6f-c69ef828a68c,SNF_long_coqui_srf,3.5,0,4,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,5_Bern_7ca44480-9007-4c1c-8046-aade3c4e6a87,Bern,7ca44480-9007-4c1c-8046-aade3c4e6a87,GPT_long_coqui_srf_finetuned,3.5,0,4,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,22_Innerschweiz_5184dba3-c5e1-4570-ba26-62176e8c8dcc,Innerschweiz,5184dba3-c5e1-4570-ba26-62176e8c8dcc,GPT_long_coqui_srf_finetuned,2.5,-2,4,"Vor kurzem habe ich in einem kleinen Café ein unglaublich gutes Dessert gegessen. Es war eine Mischung aus Schokolade und frischen Beeren, und der Geschmack war einfach perfekt. Ich muss unbedingt herausfinden, wo es das noch gibt."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,8_Zürich,Zürich,4ee1811c-9884-4261-99cb-2f7346c8ea6e,SNF_long_coqui_srf_finetuned,1.5,-2,4,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,5_Graubünden_c4f6bcdf-fc02-4fe8-9277-0701cfffebab,Graubünden,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,GPT_long_coqui_srf_finetuned,1.5,-2,2,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,8_Bern_7ca44480-9007-4c1c-8046-aade3c4e6a87,Bern,7ca44480-9007-4c1c-8046-aade3c4e6a87,GPT_long_coqui_base,3,0,4,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,1_Innerschweiz_5184dba3-c5e1-4570-ba26-62176e8c8dcc,Innerschweiz,5184dba3-c5e1-4570-ba26-62176e8c8dcc,GPT_long_coqui_base,1.5,-2,3,"Vor kurzem habe ich in einem kleinen Café ein unglaublich gutes Dessert gegessen. Es war eine Mischung aus Schokolade und frischen Beeren, und der Geschmack war einfach perfekt. Ich muss unbedingt herausfinden, wo es das noch gibt."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,8_Bern,Bern,7ca44480-9007-4c1c-8046-aade3c4e6a87,SNF_long_coqui_srf_finetuned,2.5,0,4,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,20_Bern_7ca44480-9007-4c1c-8046-aade3c4e6a87,Bern,7ca44480-9007-4c1c-8046-aade3c4e6a87,GPT_long_coqui_srf,3,1,4,"Das Internet hat den Zugang zu Wissen und Informationen revolutioniert. Es gibt fast nichts, was nicht online zu finden ist. Allerdings ist es auch wichtig, kritisch mit den Informationen umzugehen und die Quellen sorgfältig zu prüfen."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,8_Graubünden,Graubünden,6516567b-0d9b-4853-880c-d5f0327dd384,SNF_long_coqui_srf_finetuned,3.5,-1,4,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,8_Graubünden,Graubünden,6516567b-0d9b-4853-880c-d5f0327dd384,SNF_long_coqui_srf,4,-1,4,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,0_Graubünden,Graubünden,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,SNF_long_coqui_base,3,-2,3,Da kann man nicht in der Jugendherberge absteigen. Zumindest in den ersten drei Episoden überwiegt letzterer Einfluss.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,19_Graubünden_6516567b-0d9b-4853-880c-d5f0327dd384,Graubünden,6516567b-0d9b-4853-880c-d5f0327dd384,GPT_long_coqui_srf,4,0,3,Ich war heute im Park und habe eine Runde gejoggt. Danach habe ich noch einen Kaffee im Café getrunken.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,7_Ostschweiz_a677eda9-7709-4c9d-8656-e7b665140f3b,Ostschweiz,a677eda9-7709-4c9d-8656-e7b665140f3b,GPT_long_coqui_base,2,-2,3,Ich war heute im Park und habe eine Runde gejoggt. Danach habe ich noch einen Kaffee im Café getrunken.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,3_Ostschweiz,Ostschweiz,684dd9cf-2844-407b-9a7f-12e7b559773f,SNF_long_coqui_srf_finetuned,2.5,-2,4,Diese müssen sie an grössere abgeben. Die Hinweise seien von Anwohnern und über soziale Medien eingegangen.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,10_Ostschweiz_a677eda9-7709-4c9d-8656-e7b665140f3b,Ostschweiz,a677eda9-7709-4c9d-8656-e7b665140f3b,GPT_long_coqui_srf_finetuned,2,-1,4,Ich war heute im Park und habe eine Runde gejoggt. Danach habe ich noch einen Kaffee im Café getrunken.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,3_Ostschweiz,Ostschweiz,684dd9cf-2844-407b-9a7f-12e7b559773f,SNF_long_coqui_srf,3.5,-1,3,Diese müssen sie an grössere abgeben. Die Hinweise seien von Anwohnern und über soziale Medien eingegangen.
f1bc5332-d57c-4ce1-a065-644cfe1fadf3,17_Innerschweiz_5184dba3-c5e1-4570-ba26-62176e8c8dcc,Innerschweiz,5184dba3-c5e1-4570-ba26-62176e8c8dcc,GPT_long_coqui_srf,2,0,4,"Vor kurzem habe ich in einem kleinen Café ein unglaublich gutes Dessert gegessen. Es war eine Mischung aus Schokolade und frischen Beeren, und der Geschmack war einfach perfekt. Ich muss unbedingt herausfinden, wo es das noch gibt."
