session_id,sample_id,orig_dialect,speaker_id,system,smos,cmos,intelligibility,text
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,Ostschweiz,684dd9cf-2844-407b-9a7f-12e7b559773f,SNF_short_coqui_srf_finetuned,3.5,-1,5,Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,Graubünden,6516567b-0d9b-4853-880c-d5f0327dd384,SNF_short_coqui_srf_finetuned,3,-2,3,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste."
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,de69bd12b304e8923568d078d45d04beca0dca5436a6f54de054ef1cce055ca4,Wallis,0b890339-031a-43ef-bc2e-5e8b5ac5e613,SNF_short_coqui_srf,1,-3,1,Sie zeigen die beiden Entführten vor einem grossen schwarzen Banner sitzend.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,Ostschweiz,684dd9cf-2844-407b-9a7f-12e7b559773f,SNF_short_coqui_base,4,-1,4,Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,1f4672c899346133ecfc8b73b3bda809447810a6427fcf74e0002f6fbf30dc42,Graubünden,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,SNF_short_coqui_srf_finetuned,4.5,-1,5,Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,e4eb5dfe3edbec04b120cc584a6285d505626ebe164de0b46c1ec78e5b3b3f43,Bern,7ca44480-9007-4c1c-8046-aade3c4e6a87,SNF_short_coqui_srf,1,-3,1,Da kann man nicht in der Jugendherberge absteigen.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,1f4672c899346133ecfc8b73b3bda809447810a6427fcf74e0002f6fbf30dc42,Innerschweiz,005039b8-898f-48d8-b7cc-8a16bd1055c8,SNF_short_coqui_base,3.5,-1,5,Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,Graubünden,6516567b-0d9b-4853-880c-d5f0327dd384,SNF_short_coqui_srf,4,0,5,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste."
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,Zürich,6d34bfbb-2de2-48d9-891d-ae216f9b347b,SNF_short_coqui_srf_finetuned,4.5,0,5,Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,Zürich,6d34bfbb-2de2-48d9-891d-ae216f9b347b,SNF_short_coqui_srf,3.5,-1,5,Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,e4eb5dfe3edbec04b120cc584a6285d505626ebe164de0b46c1ec78e5b3b3f43,Ostschweiz,a677eda9-7709-4c9d-8656-e7b665140f3b,SNF_short_coqui_srf,2.5,-2,2,Da kann man nicht in der Jugendherberge absteigen.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,1f4672c899346133ecfc8b73b3bda809447810a6427fcf74e0002f6fbf30dc42,Innerschweiz,005039b8-898f-48d8-b7cc-8a16bd1055c8,SNF_short_coqui_srf,3,-2,2,Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,a48a821c1dec59ff0a3c6767ffe39ef8a31622e29600d46daf8050c674d04115,Basel,8050767b-0a0e-43db-8754-2a42e896f7dd,SNF_short_coqui_base,1.5,-2,2,Geplant sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,1f4672c899346133ecfc8b73b3bda809447810a6427fcf74e0002f6fbf30dc42,Ostschweiz,831d404d-b189-42b6-8120-073c1f8af73c,SNF_short_coqui_base,4,0,5,Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,de69bd12b304e8923568d078d45d04beca0dca5436a6f54de054ef1cce055ca4,Graubünden,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,SNF_short_coqui_srf,1.5,-1,1,Sie zeigen die beiden Entführten vor einem grossen schwarzen Banner sitzend.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,a48a821c1dec59ff0a3c6767ffe39ef8a31622e29600d46daf8050c674d04115,Basel,8050767b-0a0e-43db-8754-2a42e896f7dd,SNF_short_coqui_srf,3.5,0,4,Geplant sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,1f4672c899346133ecfc8b73b3bda809447810a6427fcf74e0002f6fbf30dc42,Innerschweiz,005039b8-898f-48d8-b7cc-8a16bd1055c8,SNF_short_coqui_srf_finetuned,4.5,0,5,Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,de69bd12b304e8923568d078d45d04beca0dca5436a6f54de054ef1cce055ca4,Wallis,0b890339-031a-43ef-bc2e-5e8b5ac5e613,SNF_short_coqui_srf_finetuned,3,0,5,Sie zeigen die beiden Entführten vor einem grossen schwarzen Banner sitzend.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,de69bd12b304e8923568d078d45d04beca0dca5436a6f54de054ef1cce055ca4,Bern,d9b44aee-da3d-42c8-8ad1-d1029767f05a,SNF_short_coqui_srf,3,0,5,Sie zeigen die beiden Entführten vor einem grossen schwarzen Banner sitzend.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,1f4672c899346133ecfc8b73b3bda809447810a6427fcf74e0002f6fbf30dc42,Graubünden,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,SNF_short_coqui_srf,4,1,5,Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,1f4672c899346133ecfc8b73b3bda809447810a6427fcf74e0002f6fbf30dc42,Ostschweiz,831d404d-b189-42b6-8120-073c1f8af73c,SNF_short_coqui_srf_finetuned,4.5,-1,4,Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,e4eb5dfe3edbec04b120cc584a6285d505626ebe164de0b46c1ec78e5b3b3f43,Bern,7ca44480-9007-4c1c-8046-aade3c4e6a87,SNF_short_coqui_srf_finetuned,4,1,5,Da kann man nicht in der Jugendherberge absteigen.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,de69bd12b304e8923568d078d45d04beca0dca5436a6f54de054ef1cce055ca4,Wallis,0b890339-031a-43ef-bc2e-5e8b5ac5e613,SNF_short_coqui_base,3,-1,5,Sie zeigen die beiden Entführten vor einem grossen schwarzen Banner sitzend.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,de69bd12b304e8923568d078d45d04beca0dca5436a6f54de054ef1cce055ca4,Graubünden,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,SNF_short_coqui_srf_finetuned,3,-1,5,Sie zeigen die beiden Entführten vor einem grossen schwarzen Banner sitzend.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,Ostschweiz,684dd9cf-2844-407b-9a7f-12e7b559773f,SNF_short_coqui_srf,3.5,1,5,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste."
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,1f4672c899346133ecfc8b73b3bda809447810a6427fcf74e0002f6fbf30dc42,Graubünden,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,SNF_short_coqui_base,2,-1,4,Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,e4eb5dfe3edbec04b120cc584a6285d505626ebe164de0b46c1ec78e5b3b3f43,Ostschweiz,a677eda9-7709-4c9d-8656-e7b665140f3b,SNF_short_coqui_srf_finetuned,4.5,0,5,Da kann man nicht in der Jugendherberge absteigen.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,a48a821c1dec59ff0a3c6767ffe39ef8a31622e29600d46daf8050c674d04115,Basel,8050767b-0a0e-43db-8754-2a42e896f7dd,SNF_short_coqui_srf_finetuned,2.5,-2,3,Geplant sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,e4eb5dfe3edbec04b120cc584a6285d505626ebe164de0b46c1ec78e5b3b3f43,Bern,7ca44480-9007-4c1c-8046-aade3c4e6a87,SNF_short_coqui_base,4,0,5,Da kann man nicht in der Jugendherberge absteigen.
9fb3c812-b1e3-4d0d-a8ef-010bd837c132,cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,Ostschweiz,684dd9cf-2844-407b-9a7f-12e7b559773f,SNF_short_coqui_srf_finetuned,2,-1,3,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste."
