session_id,sample_id,orig_dialect,speaker_id,system,smos,cmos,intelligibility,text
0c591456-4545-430a-8d45-e315397fba52,1_Basel_12fb73be-cf60-4794-befb-381682ccda9a,Basel,12fb73be-cf60-4794-befb-381682ccda9a,GPT_long_coqui_base,3.5,-1,5,"Vor kurzem habe ich in einem kleinen Café ein unglaublich gutes Dessert gegessen. Es war eine Mischung aus Schokolade und frischen Beeren, und der Geschmack war einfach perfekt. Ich muss unbedingt herausfinden, wo es das noch gibt."
0c591456-4545-430a-8d45-e315397fba52,3_Graubünden,Graubünden,6516567b-0d9b-4853-880c-d5f0327dd384,SNF_long_coqui_base,4,-1,5,Diese müssen sie an grössere abgeben. Die Hinweise seien von Anwohnern und über soziale Medien eingegangen.
0c591456-4545-430a-8d45-e315397fba52,3_Bern,Bern,d2dee463-0eb9-47fa-b739-f1dccd8638f9,SNF_long_coqui_srf_finetuned,3.5,0,5,Diese müssen sie an grössere abgeben. Die Hinweise seien von Anwohnern und über soziale Medien eingegangen.
0c591456-4545-430a-8d45-e315397fba52,0_Basel,Basel,8800b4de-fa22-4fdc-9f29-457c4010fd57,SNF_long_coqui_srf_finetuned,3.5,0,5,Da kann man nicht in der Jugendherberge absteigen. Zumindest in den ersten drei Episoden überwiegt letzterer Einfluss.
0c591456-4545-430a-8d45-e315397fba52,12_Wallis,Wallis,50e4a935-c887-4c38-aff2-6286aab725d1,SNF_long_coqui_base,3.5,-1,5,"Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
0c591456-4545-430a-8d45-e315397fba52,8_Basel,Basel,12fb73be-cf60-4794-befb-381682ccda9a,SNF_long_coqui_srf,3.5,0,5,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
0c591456-4545-430a-8d45-e315397fba52,25_Wallis_50e4a935-c887-4c38-aff2-6286aab725d1,Wallis,50e4a935-c887-4c38-aff2-6286aab725d1,GPT_long_coqui_srf,4.5,0,5,"Letzte Woche haben wir ein Meeting mit einem neuen Kunden gehabt. Es war etwas herausfordernd, da er sehr hohe Erwartungen hatte, aber am Ende haben wir eine Lösung gefunden, die für beide Seiten funktioniert. Es war ein guter Test für unsere Verhandlungskompetenzen."
0c591456-4545-430a-8d45-e315397fba52,10_Graubünden_c4f6bcdf-fc02-4fe8-9277-0701cfffebab,Graubünden,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,GPT_long_coqui_srf,4,0,5,Das Interesse an nachhaltigem Tourismus wächst. Immer mehr Reisende legen Wert auf umweltfreundliche Hotels und Aktivitäten. Dieser Trend könnte die Tourismusindustrie langfristig verändern.
0c591456-4545-430a-8d45-e315397fba52,9_Bern_d2dee463-0eb9-47fa-b739-f1dccd8638f9,Bern,d2dee463-0eb9-47fa-b739-f1dccd8638f9,GPT_long_coqui_base,3.5,-1,4,Das Interesse an nachhaltigem Tourismus wächst. Immer mehr Reisende legen Wert auf umweltfreundliche Hotels und Aktivitäten. Dieser Trend könnte die Tourismusindustrie langfristig verändern.
0c591456-4545-430a-8d45-e315397fba52,18_Wallis_50e4a935-c887-4c38-aff2-6286aab725d1,Wallis,50e4a935-c887-4c38-aff2-6286aab725d1,GPT_long_coqui_srf_finetuned,3.5,0,5,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war."
0c591456-4545-430a-8d45-e315397fba52,3_Graubünden,Graubünden,6516567b-0d9b-4853-880c-d5f0327dd384,SNF_long_coqui_srf,5,0,5,Diese müssen sie an grössere abgeben. Die Hinweise seien von Anwohnern und über soziale Medien eingegangen.
0c591456-4545-430a-8d45-e315397fba52,1_Wallis,Wallis,50e4a935-c887-4c38-aff2-6286aab725d1,SNF_long_coqui_srf_finetuned,3.5,-1,4,Dabei braucht einem der Winter keine Angst zu machen. Da kann man nicht in der Jugendherberge absteigen.
0c591456-4545-430a-8d45-e315397fba52,0_Basel,Basel,8800b4de-fa22-4fdc-9f29-457c4010fd57,SNF_long_coqui_srf,5,-1,3,Da kann man nicht in der Jugendherberge absteigen. Zumindest in den ersten drei Episoden überwiegt letzterer Einfluss.
0c591456-4545-430a-8d45-e315397fba52,8_Basel,Basel,12fb73be-cf60-4794-befb-381682ccda9a,SNF_long_coqui_base,3,-1,5,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
0c591456-4545-430a-8d45-e315397fba52,8_Basel_12fb73be-cf60-4794-befb-381682ccda9a,Basel,12fb73be-cf60-4794-befb-381682ccda9a,GPT_long_coqui_srf,4.5,0,4,"Ich war gestern bei einer Ausstellung. Es ging um moderne Kunst, und einige der Werke waren wirklich beeindruckend. Es war interessant zu sehen, wie Künstler ihre Botschaften auf so unterschiedliche Weise vermitteln."
0c591456-4545-430a-8d45-e315397fba52,3_Innerschweiz,Innerschweiz,acf67674-c912-42c0-ba3c-f85e2db965ac,SNF_long_coqui_srf_finetuned,3.5,-1,5,Diese müssen sie an grössere abgeben. Die Hinweise seien von Anwohnern und über soziale Medien eingegangen.
0c591456-4545-430a-8d45-e315397fba52,3_Graubünden,Graubünden,6516567b-0d9b-4853-880c-d5f0327dd384,SNF_long_coqui_srf_finetuned,4,0,5,Diese müssen sie an grössere abgeben. Die Hinweise seien von Anwohnern und über soziale Medien eingegangen.
0c591456-4545-430a-8d45-e315397fba52,3_Innerschweiz,Innerschweiz,acf67674-c912-42c0-ba3c-f85e2db965ac,SNF_long_coqui_base,3,0,5,Diese müssen sie an grössere abgeben. Die Hinweise seien von Anwohnern und über soziale Medien eingegangen.
0c591456-4545-430a-8d45-e315397fba52,1_Wallis,Wallis,50e4a935-c887-4c38-aff2-6286aab725d1,SNF_long_coqui_srf,4,0,5,Dabei braucht einem der Winter keine Angst zu machen. Da kann man nicht in der Jugendherberge absteigen.
0c591456-4545-430a-8d45-e315397fba52,12_Wallis,Wallis,50e4a935-c887-4c38-aff2-6286aab725d1,SNF_long_coqui_srf,4.5,0,5,"Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
0c591456-4545-430a-8d45-e315397fba52,9_Graubünden_c4f6bcdf-fc02-4fe8-9277-0701cfffebab,Graubünden,c4f6bcdf-fc02-4fe8-9277-0701cfffebab,GPT_long_coqui_base,3,0,4,Das Interesse an nachhaltigem Tourismus wächst. Immer mehr Reisende legen Wert auf umweltfreundliche Hotels und Aktivitäten. Dieser Trend könnte die Tourismusindustrie langfristig verändern.
0c591456-4545-430a-8d45-e315397fba52,3_Bern,Bern,d2dee463-0eb9-47fa-b739-f1dccd8638f9,SNF_long_coqui_base,3.5,0,5,Diese müssen sie an grössere abgeben. Die Hinweise seien von Anwohnern und über soziale Medien eingegangen.
0c591456-4545-430a-8d45-e315397fba52,10_Bern_d2dee463-0eb9-47fa-b739-f1dccd8638f9,Bern,d2dee463-0eb9-47fa-b739-f1dccd8638f9,GPT_long_coqui_srf,4,0,5,Das Interesse an nachhaltigem Tourismus wächst. Immer mehr Reisende legen Wert auf umweltfreundliche Hotels und Aktivitäten. Dieser Trend könnte die Tourismusindustrie langfristig verändern.
0c591456-4545-430a-8d45-e315397fba52,8_Basel,Basel,12fb73be-cf60-4794-befb-381682ccda9a,SNF_long_coqui_srf_finetuned,3.5,0,5,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz."
0c591456-4545-430a-8d45-e315397fba52,17_Basel_12fb73be-cf60-4794-befb-381682ccda9a,Basel,12fb73be-cf60-4794-befb-381682ccda9a,GPT_long_coqui_srf,4,-1,5,"Vor kurzem habe ich in einem kleinen Café ein unglaublich gutes Dessert gegessen. Es war eine Mischung aus Schokolade und frischen Beeren, und der Geschmack war einfach perfekt. Ich muss unbedingt herausfinden, wo es das noch gibt."
0c591456-4545-430a-8d45-e315397fba52,15_Wallis_50e4a935-c887-4c38-aff2-6286aab725d1,Wallis,50e4a935-c887-4c38-aff2-6286aab725d1,GPT_long_coqui_base,3.5,0,5,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war."
0c591456-4545-430a-8d45-e315397fba52,1_Wallis,Wallis,50e4a935-c887-4c38-aff2-6286aab725d1,SNF_long_coqui_base,3.5,-1,5,Dabei braucht einem der Winter keine Angst zu machen. Da kann man nicht in der Jugendherberge absteigen.
0c591456-4545-430a-8d45-e315397fba52,8_Basel_12fb73be-cf60-4794-befb-381682ccda9a,Basel,12fb73be-cf60-4794-befb-381682ccda9a,GPT_long_coqui_srf_finetuned,4.5,0,5,"Ich war gestern bei einer Ausstellung. Es ging um moderne Kunst, und einige der Werke waren wirklich beeindruckend. Es war interessant zu sehen, wie Künstler ihre Botschaften auf so unterschiedliche Weise vermitteln."
0c591456-4545-430a-8d45-e315397fba52,12_Wallis_50e4a935-c887-4c38-aff2-6286aab725d1,Wallis,50e4a935-c887-4c38-aff2-6286aab725d1,GPT_long_coqui_srf,4,-1,5,"Ich war heute mit dem Hund spazieren. Es war so schön, draußen zu sein, vor allem, weil das Wetter so gut war."
