gen_id,ref_id,dialect_region,gen_text,gen_phoneme,gen_dialect,speaker_id,ref_text,sentence_id,gender,age,token_count
16_Bern_d2dee463-0eb9-47fa-b739-f1dccd8638f9,16,Bern,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besucht und viel über die Geschichte erfahren. Es ist ein sehr schöner Ausflug.,b ə d aɪ ç t ə t m ɪ t m iː r ɜ f a m iː l iː oː f r l iː ə n ɜ r aɪ iː s k z iː m a r aɪ s v oː n t ə ʃ oː n ʃ v aʊ s s b ə z ɪ x t ɪ k t ʊ n t f eː l ʊ ʊ p ʊ t ɡ ʃ ɪ t ə f ɔ r ə ɛ z ɪ n ʒ ə n z eː ə r ʃ oː n n ɑː uː s uː x,Basel,d2dee463-0eb9-47fa-b739-f1dccd8638f9,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,twenties,31
16_Innerschweiz_72725555-9e5d-436a-b311-25048bc0c594,16,Innerschweiz,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ɪ x b ə ɡ æ ç t ə m ɪ m iː n ə r ə f ɔ m iː l l f d ə r iː n ə r ɑː s q z iː b eː r ɜ ɪ n ɡ ə v oː n d ə ʃ ɚ n ʃ l ɔ s b ɪ z iː t ɪ k t ʊ m f iː ʊ n b ə t k ʃ ɪ x t ə r f ɔ d ə ɛ s ɪ s t z eː ʃ ɜː n ə uː f r ʊ k s n ə,Bern,72725555-9e5d-436a-b311-25048bc0c594,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,female,fourties,31
16_Zürich_ce8839ae-3b20-491c-8c33-cef08b4def6e,16,Zürich,Ich habe gestern mit meiner Familie auf einer kleinen Reise gesehen. Wir haben ein wunderschönes Schloss besucht und viel über die Geschichte erfahren. Es ist ein sehr schöner Ausflug.,ɪ b ɪ s t ɪ ɪ m ɪ n r ɚ f oː m iː l iː ɑː f ɚ d ɑː x l iː m ɪ l d iː s k s j d ə h æ n ʌ s uː n d ɪ ʃ ɚ ə n t ʃ l oː s p ɪ s iː f d uː t f iː l b ʊ k ʃ l ɪ x ts ʌ r f oː r ɚ æ z ʒ iː s iː ʃ b r ʊ s f uː,Bern,ce8839ae-3b20-491c-8c33-cef08b4def6e,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,sixties,31
16_Innerschweiz_4a8346e7-fa21-49b9-9a6f-c69ef828a68c,16,Innerschweiz,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ɪ x b ə ɡ aɪ ʃ ts ə m ɪ m iː m r f ɔ m iː l iː f d ɛ x uː m ɪ d ɑː h ɪ s k s iː m ɪ r h æ d a s v oː n d ə ʃ oʊ n l ɔ s ə z ɪ x t ɪ ɡ ə t ʊ m f iː m ʊ b ə k ʃ ɪ t ɛ f ɔ d ɜ a s ʃ ə n z eː ʃ ɜː n ə uː s f l ʊ m ts iː,Bern,4a8346e7-fa21-49b9-9a6f-c69ef828a68c,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,fifties,31
16_Ostschweiz_831d404d-b189-42b6-8120-073c1f8af73c,16,Ostschweiz,Ich bin gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,iː ɪ ɡ eː ʃ t a m ɪ m eː n ə r ɜ f a m iː l iː oː f a v ɑː x m iː n ɜ v aɪ s m ɛ n ʊ ʃ m ɛ l ɡ ə ʃ ɛ n t ʃ l ɔ s d ɪ z iː f t iː t ʊ n t f iː l ɪ p oː k ʃ iː f d f ɑː v ə ɛ z ɪ n ts ts ɪ aʊ ʃ ø n ɜ ʊ s l uː k,Basel,831d404d-b189-42b6-8120-073c1f8af73c,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,sixties,31
16_Bern_0497b106-6644-42ce-b99e-57f9a6c7fc81,16,Bern,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besucht und viel über die Geschichte erfahren. Es ist ein sehr schöner Ausflug.,eː b ə ɡ eː ʃ t ə m ɪ t m iː r ə f ɔ m iː l iː ə n f r x l iː m ə r aɪ s k s iː b ɪ r eː r uː b ʃ oː n ʃ oː s b ə s ɪ b ɪ ɡ ə b uː f iː m ʊ b ʊ t ʃ iː t f oː r ə ɛ z ɪ ʃ ɪ z eː ʃ oː m r uː f l uː q,Basel,0497b106-6644-42ce-b99e-57f9a6c7fc81,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,sixties,31
16_Zürich_9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,16,Zürich,Ich bin gestern mit meiner Familie auf einer kleinen Reise gewesen. Wir haben das Wunderschönste Schloss besucht und viel über die Geschichte erfahren. Es war eine sehr schöne Ausflugsnacht.,ɡ ɪ f b ə ɡ ɪ ʃ t ə ɪ t b ɪ d ə r f a m iː l ə f ɛ n a x l iː n ɛ l aɪ s t z iː m ɪ t h aɪ n ə s r ɪ n ʃ aɪ n d ʃ v ɛ s b ə z uː f t ə t ɪ f iː ʊ b t ʃ iː f b ə f oː t ɛ s ɪ ʃ ə z ø ʃ yː n ə s ʊ k m ɪ f t z iː,Basel,9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,fourties,31
16_Innerschweiz_acf67674-c912-42c0-ba3c-f85e2db965ac,16,Innerschweiz,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besucht und viel über Geschichte erfahren. Es war ein sehr schöner Umflug.,ɪ x b ə ɡ eː ʃ t ə d ə n m ɪ n d ə r ə f ɔ m iː l j ə ʊ s oː d ɛ x l iː ɪ m ə r a l s t z iː m ɪ h æ b ə s ɡ ə ʃ uː n ʃ l ɛ s t iː z y t ɪ ʊ n t f iː l b ʊ t k ʃ ɪ x d eː f oː r ə z iː ʃ œ eː ʃ ɜː n ə s l uː k k s t,Bern,acf67674-c912-42c0-ba3c-f85e2db965ac,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,thirties,31
16_Innerschweiz_005039b8-898f-48d8-b7cc-8a16bd1055c8,16,Innerschweiz,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben einen wunderschönen Schloss besucht und viel über die Geschichte erfahren.,ɪ x b ə ɡ ɛ ç t ə m ɪ m ɪ n ə r ə f ɔ m iː l j aʊ f r ɛ m iː n ɑː r aɪ s k z iː m ɪ h aɪ n d oː f oː m d ɪ ʃ ɑː n ʃ l ɔ s b ə z ɪ x t ɪ k t ʊ m f iː r y b t ʃ ɪ x t ə f ɔ r ə,Basel,005039b8-898f-48d8-b7cc-8a16bd1055c8,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,female,fourties,31
16_Ostschweiz_a677eda9-7709-4c9d-8656-e7b665140f3b,16,Ostschweiz,"Ich bin gestern mit meiner Familie von der kleinen Eis gesehen, mir eine wunderschöne Schloss besichtigt und viel über die Geschichte erfahren. Es ist ein sehr schöner Ausflug.",ɪ ç b ə ɡ eː ʃ t ə m ɪ t m ɪ n ə r ɜ f a m iː l oː f oː l ɜ f l iː n ə r s z iː m eː ə n d ɛ uː n d ɜ ʃ ə n t ʃ l oː s d z iː f t ə ʊ n t f iː l y b ɜ t x ʃ ə n f t oː f ɔ v ə ɛ s ə n ʃ uː n z iː aʊ x ʃ oː n h oː s f l uː k,Basel,a677eda9-7709-4c9d-8656-e7b665140f3b,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,thirties,31
16_Basel_8800b4de-fa22-4fdc-9f29-457c4010fd57,16,Basel,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es ist ein sehr schöner Ausflug.,ɪ x b ə ɡ ɛ ç t ə m ɪ m ɪ m ə r ɜ f a m iː l j ə oː f ə r a x l iː n ə r aɪ s k z iː m ɛ h ɑː m ɜ v oː n d ɜ ʃ ø n ʃ l ɑː s b ə z ɪ x t ɪ k t ʊ n t f iː l y b ʊ t k ʃ ɪ x t ɜ f ɔ r ə ɛ s ɪ ʃ z eː ɾ ʃ ø n ə d x s f l uː k,Basel,8800b4de-fa22-4fdc-9f29-457c4010fd57,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,female,fourties,31
16_Graubünden_031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,16,Graubünden,Gestern war ich mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ɡ eː ç s t eː ʃ t m ɪ m iː n r a f a m iː l j oː f ɔ n r a k l iː n ə r aɪ s k z iː m eː r h a a s v oː n t ə ʃ oː n s ʃ l ɔ s b ə s z ɪ x t ɪ t ʊ n t f iː l y b ə t k ʃ ɪ x t ə r f ɑː r ə ɛ s ɪ s s z eː ʃ ø n f l uː k k z,Basel,031b0a74-5bdd-47e7-b8b7-9bb58d0e8c72,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,female,twenties,31
16_Graubünden_6516567b-0d9b-4853-880c-d5f0327dd384,16,Graubünden,Ich bin gestern mit meiner Familie auf einer Klimareise gewesen. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ɪ d ɪ n ɡ ɛ ʃ t r ɪ m ə t m ɪ n d ɪ r ə f a m iː l j ə uː f m ə r a p iː m ə r aɪ s z iː iː r h ɛ d ɑː v uː n d ə ʃ oː n ʃ m aʊ s b ə z ɪ x t ɪ k t ʊ n f iː l y b k ʃ ɪ x t ə f ɑː r ɛ s ɪ t l a z eː ʃ ø n h ə r ʊ s f l uː k s iː,Basel,6516567b-0d9b-4853-880c-d5f0327dd384,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,fourties,31
16_Basel_8050767b-0a0e-43db-8754-2a42e896f7dd,16,Basel,Ich bin gestern mit meiner Familie auf einer kleinen Reise gewesen. Wir haben ein wunderschönes Schloss besucht und viel über die Geschichte erfahren. Es war auch ein sehr schöner Umzug.,iː ɪ ɡ eː ʃ t ɪ m ə m ɪ n ɜ f a m iː l j ə ʊ f ɔ l k l iː m ə r ɑː s s t z iː m eː a n ɜ b iː n d iː ʃ ə n ʃ l ɔ s b ɪ z iː x t iː ɪ n d iː ts iː ɡ n ə b ʊ ʃ ɪ x t f ɔ r ə ɪ z h ə a l ts ə ʃ ø n ʊ s f iː p s t ə,Basel,8050767b-0a0e-43db-8754-2a42e896f7dd,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,female,thirties,31
16_Basel_8f16829d-1a64-4145-927c-d6738a07ea24,16,Basel,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besucht und viel über die Geschichte erfahren. Es ist ein sehr schöner Ausflug.,ɪ x d iː ɡ ɛ ʃ t ə m ə m ɪ n æ f ɛ m iː ɡ ɛ f ʊ k iː n d r ɑː s t z iː v iː h a b ə uː n d ə ʃ eː ʃ m ɛ ç b ɪ z iː f d ɪ ʊ n f iː uː ɡ ə ʃ iː x t ə f ɔ r ə ð a s ɪ aɪ z eː ʃ yː n ʃ m uː k ə,Basel,8f16829d-1a64-4145-927c-d6738a07ea24,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,thirties,31
16_Bern_887b50f8-215b-4a1d-8f32-13516da6506f,16,Bern,Ich bin gestern mit meiner Familie auf einer kleinen Reise gewesen. Wir haben einen wunderschönen Schloss besucht und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ɪ b ə ɡ ɛ ɾ ʃ t ɪ m ɪ m iː d ɜ f ɔ ɾ m iː v iː ʊ n f ʊ n a x l iː d n ə r ɪ s t z iː m ɪ l ɜ iː s v oː n ɡ ɪ ʃ t ɛ r ə ʃ m ɔ s ə s t r eː f ɪ p ɪ m f iː ə n ʊ b ə k ʃ x t uː f ɔ d ɜ ɛ s ə n ʃ iː z eː ɾ ʃ oː n n uː t uː z iː,Basel,887b50f8-215b-4a1d-8f32-13516da6506f,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,female,sixties,31
16_Basel_e903f18d-7bbb-4fb6-aaa3-0f7d965027fb,16,Basel,Ich bin gestern mit meiner Familie auf Volklinne gereist gewesen. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es ist ein sehr schöner Ausflug gewesen.,ɪ x b ɪ ɡ ɛ ʃ t ʊ m ɪ m ɪ n ə r ə f a m iː l ə ʊ f ɔ x iː n ə r ɑː l s t z iː v iː ɾ h a b ə v ʊ n d ɚ ʃ ø n ʃ l ɛ s t ə z iː t ɪ ʊ n t f iː l ʊ ʊ t k ʃ ɪ x t ə f ɔ r ə d ɛ s ɪ ʃ ɛ s z eː ʃ yː n ə m s l uː k t z iː,Basel,e903f18d-7bbb-4fb6-aaa3-0f7d965027fb,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,twenties,31
16_Graubünden_f2feaf58-1285-4fc1-831d-5c1b013b7e0b,16,Graubünden,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besucht und viel über die Geschichte erfahren. Es ist ein schöner Nassflug.,iː p s p ç t ə m ɪ m eː n ə r ə f a m iː l l j ə uː f ə r ə p m ɪ ɡ ɪ n ə r ɑː l s k z iː b eː r aɪ n ə n ʊ n t ə ʃ ø ə n ʃ l ɔ s b ə z ɪ x t ɪ k t ʊ n f iː l uː b p k ʃ ɪ x p ə ɛ f ɑː r ə z ɪ m s ə s n ɑː n ɔ n s l uː x s iː,Basel,f2feaf58-1285-4fc1-831d-5c1b013b7e0b,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,female,fourties,31
16_Basel_1cd99b41-8298-4180-aec6-bb65039c9ed7,16,Basel,Ich war gestern mit meiner Familie nach China. Wir haben ein wunderschönes Schloss besucht und viele gute Geschichten erfahren. Es war ein sehr schöner Ausflug.,n ɔ x ɡ uː t l ə ʃ t y m ə n m ɪ n d r ə f ɔ m m iː j uː f ɔ s t l iː n oː r aɪ s t ts ə b ə h ɔ d n oː v uː n d iː ʃ a n ʃ l eː s ɪ z ɪ f d ɪ k t ɛ n t f iː ʊ p t ə k ʃ ɪ f d ɛ ɾ f ɛ r ə ɪ s t iː ʃ s eː ɾ ʃ oː m aɪ n ɪ s f l uː k ts ə,Basel,1cd99b41-8298-4180-aec6-bb65039c9ed7,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,twenties,31
16_Graubünden_aece75d7-5d2b-47a4-9f87-24962dfd2e38,16,Graubünden,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,d iː b ə n ɡ ɛ ʃ t ə m ɪ m eː n ə r ə f a m iː l l j ə oː f ə n ə k l iː n ə r aɪ s k z iː m ɪ r h ɛ d ɛ v oː n t ə ʃ oː n ʃ l aʊ s d ɪ s z iː f t ɪ k t ʊ n t f iː l y b t k ʃ x d ɛ r f ɔ r ɜ ɛ s ɪ ʃ ɛ s ts z eː ʃ yː n ə r uː s p l uː x z iː,Basel,aece75d7-5d2b-47a4-9f87-24962dfd2e38,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,female,fourties,31
16_Graubünden_d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,16,Graubünden,Ich bin gestern mit meiner Familie auf einer kleinen Reise gewesen. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,iː b iː ɡ eː t ə m ɪ t m ɪ n ə r ə f a m iː l l j uː f ɔ n ə r k l eː n ə r ɑː iː s s iː v eː r ɛ d a z oː m d ə ʃ n t ʃ l aʊ s b ə z ɪ x t ɪ k t ʊ n t f iː l b ə t k ʃ ɪ x t ɛ r f ɑː r ɜ ɑː s ɪ ʃ ə z eː r ʃ ɜː n ə uː s f l uː k p z iː,Bern,d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,Ich war gestern mit meiner Familie auf einer kleinen Reise. Wir haben ein wunderschönes Schloss besichtigt und viel über die Geschichte erfahren. Es war ein sehr schöner Ausflug.,ChatGPT,male,twenties,31
