name,speaker_id,dialect,sample_id,text,gender,snr,c50,utterance_pitch_mean,utterance_pitch_std,speaking_rate,phonemes,stoi,si-sdr,pesq,pitch,speaking_rate_cls,noise,reverberation,speech_monotony,sdr_noise,pesq_speech_quality,quality
Bern_007f815dec5546fb5656211211855bae44829d7b07ebe18cb96552abd0b893fd,ba118975-5963-4495-927a-a78d19dd98c1,Bern,007f815dec5546fb5656211211855bae44829d7b07ebe18cb96552abd0b893fd,Zudem haben wir 80% für andere Gemeinden eingesetzt.,male,46.520877838134766,59.024147033691406,170.14993286132812,96.8286361694336,1.7857142857142858,   %    .,0.950645625591278,18.3716983795166,2.331791400909424,moderate pitch,very slowly,moderate ambient sound,very confined sounding,slightly monotone,almost no noise,slightly bad speech quality,Average
Bern_00ec330a24ea792d30f74bb910776f26886f8ee83c0ea4ace279a691a5431f2b,ba118975-5963-4495-927a-a78d19dd98c1,Bern,00ec330a24ea792d30f74bb910776f26886f8ee83c0ea4ace279a691a5431f2b,"Es liegt aber nicht in unserer Entscheidungskompetenz, wer zu uns kommt.",male,50.94865417480469,54.00024032592773,97.75334930419922,18.56264305114746,4.666666666666667,"ɛs  eɪbɜ˞  ɪn  ,    .",0.9426251649856568,18.98727798461914,2.303889751434326,moderate pitch,slightly slowly,slightly clear,very confined sounding,very monotone,almost no noise,slightly bad speech quality,Average
Bern_010175d1a809f6b4a0ccc0e79e022ebe3854c2e1a420ba0aff27101a63253e80,ba118975-5963-4495-927a-a78d19dd98c1,Bern,010175d1a809f6b4a0ccc0e79e022ebe3854c2e1a420ba0aff27101a63253e80,"Ich stelle den Antrag, dass der Begriff 'Gesundheitsprävention' durch 'Gesundheitsförderung' ersetzt wird.",male,67.2771224975586,59.32362747192383,247.42367553710935,238.97164916992188,3.968253968253968,"ɪtʃ stɛl dɛn , dæs dɜ˞  '' dɜ˞tʃ ''  .",0.8548117876052856,14.822525024414062,2.134047746658325,moderate pitch,slightly slowly,very clear,very confined sounding,very expressive,slightly noisy,bad speech quality,Average
Bern_0372aef968cbdd9a0533d60c84f8864dd993dc6362afc34811bbfd1a9ba5ed01,ba118975-5963-4495-927a-a78d19dd98c1,Bern,0372aef968cbdd9a0533d60c84f8864dd993dc6362afc34811bbfd1a9ba5ed01,"Es ist so herausgekommen, dass man es nicht sinnvoll umsetzen konnte.",male,64.97554016113281,58.29839706420898,100.5010757446289,12.830341339111328,5.221386800334169,"ɛs  soʊ , dæs mæn ɛs    .",0.9581820368766784,21.46187973022461,2.9216673374176025,moderate pitch,moderate speed,quite clear,very confined sounding,very monotone,almost no noise,moderate speech quality,Average
Graubünden_000e62d2b32460b18f3cdeebe718c1d2a3afa41df86d3be199f2cbd2990c0ad3,d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,Graubünden,000e62d2b32460b18f3cdeebe718c1d2a3afa41df86d3be199f2cbd2990c0ad3,"Ich habe das Gefühl, dass mich Leo Scherer Kleiner missverstanden hat.",male,35.646419525146484,23.457443237304688,127.89253997802734,29.74168586730957,10.446343779677113,"ɪtʃ  dæs , dæs mɪtʃ lioʊ ʃɪɹɜ˞ klaɪnɜ˞  hæt.",0.9760217070579528,18.04529571533203,2.6023168563842773,slightly low pitch,very fast,slightly noisy,slightly roomy sounding,very monotone,almost no noise,slightly bad speech quality,Average
Graubünden_0065ad971ed5150e8a6ab94b7abc3b4408f38075b3af999a347ae8aadadc512f,d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,Graubünden,0065ad971ed5150e8a6ab94b7abc3b4408f38075b3af999a347ae8aadadc512f,Das Knowhow der Stadt ist in diesem Bereich sehr gross.,male,35.339969635009766,25.28341484069824,131.94430541992188,29.448915481567383,7.688492063492063,dæs  dɜ˞ stædt  ɪn   sɛɹ ɡɹoʊs.,0.9881483912467957,24.35813331604004,2.933396816253662,slightly low pitch,slightly fast,slightly noisy,slightly roomy sounding,very monotone,almost no noise,moderate speech quality,Average
Graubünden_00de500fe98dd0a3d8795d76ddb815c9d476280d73cb2a6fcba57ec0386b809b,d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,Graubünden,00de500fe98dd0a3d8795d76ddb815c9d476280d73cb2a6fcba57ec0386b809b,Und auf diese hohe Schatzung sollen Gebühren erhoben werden können.,male,44.969356536865234,59.61720657348633,131.4647216796875,38.48093032836914,3.7698412698412698,ʌnd        wɜ˞dʌn .,0.9655468463897704,16.372209548950195,2.389843225479126,slightly low pitch,slightly slowly,moderate ambient sound,very confined sounding,quite monotone,slightly noisy,slightly bad speech quality,Average
Graubünden_037ab09e00ad1bca7bc454d2808544251edf8b798fea4bcead8632fd21be32b8,d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,Graubünden,037ab09e00ad1bca7bc454d2808544251edf8b798fea4bcead8632fd21be32b8,Soziallastenanteil von Fr. 2'450.00.,male,41.33680725097656,51.34015274047852,126.6089096069336,33.58007049560547,1.984126984126984, vɔn . '..,0.9720453023910522,21.43581771850586,2.636446475982666,slightly low pitch,quite slowly,moderate ambient sound,quite confined sounding,very monotone,almost no noise,slightly bad speech quality,Average
Graubünden_03b8c0f5109dd1af2ab2d438c1a29bd3d62d91474fcfdfeb36ed55d570486701,d2f85a8f-7c45-48e3-a804-0b192f7f8ad6,Graubünden,03b8c0f5109dd1af2ab2d438c1a29bd3d62d91474fcfdfeb36ed55d570486701,Die Verwaltung hat aufgrund von Personalvakanzen und nicht durchgeführter Arbeiten gespart.,male,37.894020080566406,31.26073455810547,102.82215881347656,22.44007110595703,3.993055555555556,daɪ  hæt  vɔn  ʌnd    .,0.9834851622581482,19.72704696655273,2.770444869995117,slightly low pitch,slightly slowly,moderate ambient sound,moderate reverberation,very monotone,almost no noise,moderate speech quality,Average
Basel_6b5a8fda8220d9ce49461fa8a9739ff9b9d6d968ed47d5fc1fae898387fd6d35,8050767b-0a0e-43db-8754-2a42e896f7dd,Basel,6b5a8fda8220d9ce49461fa8a9739ff9b9d6d968ed47d5fc1fae898387fd6d35,Dabei hätte er mit dem Publikum so viele Erinnerungen teilen können.,female,58.855430603027344,40.619388580322266,169.05250549316406,57.67148971557617,4.1583499667332005,  ɜ˞ ɛmaɪti   soʊ vil   .,0.9897660613059998,25.78777313232422,3.580029964447021,very low pitch,slightly slowly,quite clear,slightly confined sounding,quite monotone,very clear,great speech quality,Good
Basel_83dbe6d1e003ace9884f156258b2c86c4a5ededba21ea5778d48042c8c42f20e,8050767b-0a0e-43db-8754-2a42e896f7dd,Basel,83dbe6d1e003ace9884f156258b2c86c4a5ededba21ea5778d48042c8c42f20e,Damit sass er während der Eröffnungsfeier der Olympischen Winterspiele hinter Gittern.,female,50.09131240844727,57.99093627929688,172.7437744140625,41.05418014526367,3.7262872628726287, sæs ɜ˞  dɜ˞  dɜ˞    .,0.9922175407409668,24.09966278076172,3.5036988258361816,very low pitch,slightly slowly,slightly clear,very confined sounding,quite monotone,almost no noise,great speech quality,Good
Basel_93f2d91282d0976a373214ce9e604894e0038f71199e26d294431f21a77fcca8,8050767b-0a0e-43db-8754-2a42e896f7dd,Basel,93f2d91282d0976a373214ce9e604894e0038f71199e26d294431f21a77fcca8,Wir betreiben in Griechenland zwei Anlaufstellen nur für Frauen.,female,59.200927734375,42.81933975219727,161.24282836914062,42.87559509277344,3.062117235345582,  ɪn    nʊɹ  .,0.9866135716438292,22.645679473876957,3.5323874950408936,very low pitch,quite slowly,quite clear,slightly confined sounding,quite monotone,almost no noise,great speech quality,Good
Basel_94672c03f0b0f479520bc768fd42f1ea66d2b951aed04eedcb154de390188c04,8050767b-0a0e-43db-8754-2a42e896f7dd,Basel,94672c03f0b0f479520bc768fd42f1ea66d2b951aed04eedcb154de390188c04,Denn bei Müttern müsse der Arbeitgeber flexibler sein.,female,54.48266220092773,40.70257568359375,192.1763153076172,45.2760124206543,3.144654088050314,dɛn    dɜ˞   saɪn.,0.9929621815681458,22.94806480407715,3.630265235900879,very low pitch,quite slowly,slightly clear,slightly confined sounding,quite monotone,almost no noise,great speech quality,Good
Basel_958ad70b7ab9c72e4a185668af813e58c727dc4c657cc421270f0dd99a9e9784,8050767b-0a0e-43db-8754-2a42e896f7dd,Basel,958ad70b7ab9c72e4a185668af813e58c727dc4c657cc421270f0dd99a9e9784,An den Häfen drohten Chaos und Staus.,female,58.17665481567383,53.85464096069336,162.7765350341797,80.63806915283203,3.287310979618672,æn dɛn   keɪɑs ʌnd .,0.9963066577911376,25.177988052368164,3.687689304351807,very low pitch,quite slowly,quite clear,very confined sounding,slightly monotone,very clear,great speech quality,Good
Zürich_00ec330a24ea792d30f74bb910776f26886f8ee83c0ea4ace279a691a5431f2b,9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,Zürich,00ec330a24ea792d30f74bb910776f26886f8ee83c0ea4ace279a691a5431f2b,"Es liegt aber nicht in unserer Entscheidungskompetenz, wer zu uns kommt.",male,39.6921272277832,18.405160903930664,175.63522338867188,83.19249725341797,4.07925407925408,"ɛs  eɪbɜ˞  ɪn  ,    .",0.9507805109024048,14.083195686340332,2.380587100982666,very high pitch,slightly slowly,moderate ambient sound,quite roomy sounding,slightly monotone,slightly noisy,slightly bad speech quality,Average
Zürich_070987b5e7834802ca0de88e1807636735551c1f4d275ddc18084bd8215ec745,9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,Zürich,070987b5e7834802ca0de88e1807636735551c1f4d275ddc18084bd8215ec745,Wieso hat das eigentlich die Fiko und nicht die GPK geprüft?,male,38.89802551269531,14.169733047485352,196.6516265869141,67.19970703125,4.720406681190995, hæt dæs  daɪ  ʌnd  daɪ  ?,0.9382079243659972,12.737685203552246,2.244140863418579,very high pitch,slightly slowly,moderate ambient sound,quite roomy sounding,slightly monotone,slightly noisy,slightly bad speech quality,Average
Zürich_0c36019b84695885e221c8a9bd6bdb12e8c3b0b04d03c1bebce40b34d221b2d8,9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,Zürich,0c36019b84695885e221c8a9bd6bdb12e8c3b0b04d03c1bebce40b34d221b2d8,"Soviel Einigkeit wie jetzt, gab es seit längerer Zeit nicht mehr.",male,41.9133415222168,17.231103897094727,210.8385162353516,53.42240905761719,4.761904761904762,"   , ɡæb ɛs   zaɪt  mɛɹ.",0.964084267616272,14.643661499023438,2.0948357582092285,very high pitch,slightly slowly,moderate ambient sound,quite roomy sounding,quite monotone,slightly noisy,bad speech quality,Average
Zürich_36023964eeb0cca0dec12d19d35da83fd4ba843389abc2b58d67609005b67c24,9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,Zürich,36023964eeb0cca0dec12d19d35da83fd4ba843389abc2b58d67609005b67c24,Es dürfte zwar in dieser Liga niemanden ernsthaft interessieren.,male,42.59301376342773,12.527080535888672,127.0950927734375,51.760650634765625,2.490421455938697,ɛs   ɪn     .,0.9660624265670776,20.349552154541016,2.5982165336608887,very high pitch,quite slowly,moderate ambient sound,quite roomy sounding,quite monotone,almost no noise,slightly bad speech quality,Average
Zürich_37bf6f2df0841c721be19e0add49f478e09bcf3d0801ac6cd962111457efb20b,9a9554dd-3ee4-4997-82e6-1d78e0ca3d7f,Zürich,37bf6f2df0841c721be19e0add49f478e09bcf3d0801ac6cd962111457efb20b,Die Polizei ist prekär ins neue Jahr gestartet.,male,37.377098083496094,53.26315689086914,170.9181365966797,101.1190414428711,4.861111111111111,daɪ    ɪnz nui dʒɑɹ .,0.9523839950561525,10.44153881072998,2.160195827484131,very high pitch,moderate speed,moderate ambient sound,very confined sounding,moderate intonation,slightly noisy,bad speech quality,Average
Zürich_080815729cb9ca3bda650272b1e147006bab7af42f10dace8d09423ea46d808c,3e7e3ad6-938d-40fa-9787-2e9f8c529a66,Zürich,080815729cb9ca3bda650272b1e147006bab7af42f10dace8d09423ea46d808c,Das wird mit der Vergabe der Stelle 'Leiter Animationen' deutlich.,male,43.91710662841797,52.23926162719727,126.72987365722656,41.31451797485352,6.228956228956228,dæs  ɛmaɪti dɜ˞  dɜ˞ stɛl 'laɪtɜ˞ ' .,0.971227765083313,19.503536224365234,2.432003259658813,quite low pitch,moderate speed,moderate ambient sound,very confined sounding,quite monotone,almost no noise,slightly bad speech quality,Average
