gen_id,ref_id,dialect_region,gen_text,gen_phoneme,gen_dialect,ref_text,sentence_id,speaker_id,gender,age,token_count
13_Ostschweiz,13,Ostschweiz,Wir werden dieses unglaubliche Talent und die endlose Inspiration nie vergessen. Vielen Dank für das Wollteum vom Finanzkopf-Präsident François Chabuis.,m iː ɾ v ɛ d ə d iː z ʊ ɡ l aʊ n ɔ x s t a m ɛ n t ʊ n d iː d iː ɛ n d l oː z ə ɪ n ʃ p i r a ts j oː n f ɛ ɡ ɛ s ə f iː n ɜ d ɑː n f y s v oː t ʊ n f ɔ n f iː n ɑː s k oː f y s ɪ d ɛ m t f r ɑ̃ s ʃ a k iː,Basel,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,684dd9cf-2844-407b-9a7f-12e7b559773f,female,fourties,23
13_Wallis,13,Wallis,Wir werden dein unglaublichstes Lernen und deine eindrucksvolle Inspiration nie vergessen. Vielen Dank für das Wut und Empfang. Bin uns Kommissionspräsident François Chocqui.,v iː r v a r t ə d iː s uː n n k ɑː b l ɪ x s t ɛ l ɑː ʊ n d iː a n t l oː z ə n ʃ p i r a ts j oː n d eː f ɛ r ɡ a s ts aɪ f iː z aʊ f ɛ r ts m eː ə f a n f iː n oː n s o m i j oː n s p r e z ɪ d a t f r ɔ s v ʃ oː k ə n,Basel,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac,female,twenties,23
13_Bern,13,Bern,Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank fürs Votieren des Finanzkommissionspräsidenten François Chappuis.,m eː r v a r t ə d iː s ʊ n p p l s t a l a n t ʊ n t d iː m iː a n t l oː z ɪ ɪ n ʃ p iː r a ts j oː n n iː f ʊ r ɡ s ə f ɪ l ə d ɑː k f uː r s v oː t ʊ f ɔ m f iː r oː n s k oː m ɪ s j oː n s p r e z iː d a n t f r ɔ s uː ʃ aʊ p iː,Basel,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,d2dee463-0eb9-47fa-b739-f1dccd8638f9,male,twenties,23
13_Zürich,13,Zürich,Wir werden dieses unglaubliche Talent und deine andiose Inspiration nie vergessen. Vielen Dank für das Worten des Finanzkommissionspräsidenten François Chalpuis.,m iː v æ r ə d iː s uː n b m æ ɡ ɪ s t ɛ l aɪ t ʊ n d iː n iː aʊ d l uː s ɪ n ʃ p i r ʊ ts j oː n m n iː ɾ f ɛ ɾ ɡ ɑː s ə f iː l ə d ɔ k f uː s v oː t ə n ə n f d oː n s k ʊ m ɪ s j n s p ɾ e z iː d ɑː t f oː ʃ ɛ ʃ æ l k iː,Basel,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,6d34bfbb-2de2-48d9-891d-ae216f9b347b,male,twenties,23
8_Graubünden,8,Graubünden,Obwohl bereits damals nicht der Reiche von den Vorgaben klar erwartet werden musste und auch die hohe Lebenshaltungskosten trüb ins Bild der Schweiz.,v uː b ɪ r aɪ s d ɛ n ts uː m aɪ n n iː t d ɪ r aɪ x ə f uː d ɛ f ʊ n ɡ ə ɡ æ b ə k l æ r ə v ɛ r d ɪ k v ɛ r d h eː ɡ n ø s s ə ʊ n t aɪ d iː h ɛ l eː b ə n s h ɛ l t ɪ k s k y ʃ t ə d r uː b ə n s p iː l t f uː d eː ʃ iː ts,Basel,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.",cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,6516567b-0d9b-4853-880c-d5f0327dd384,male,fourties,26
8_Wallis,8,Wallis,"Augustus und Ernst, der reichste Reich, wurde von den Völkern geklärt. Während der jüngeren Lebenshaltungshöchste, wurde das Bild von der Schweiz geöffnet.",oː ɡ oː l ʃ uː d n s t a r aɪ n ɪ s n ɪ k t ə r aɪ x ɔ d e r uː r k oː k l oː r ə r v ɔ r d ə v ɛ r s d aɪ iː v iː l ɑː b a s h ɔ l t ɪ k s x oː ʃ t ə ɪ n ɑː h ɔ t r a s t v iː f oː n ɛ ʃ iː s k uː,Basel,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.",cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,0b890339-031a-43ef-bc2e-5e8b5ac5e613,female,thirties,26
8_Basel,8,Basel,Obwohl schon dann zumal es nicht der Reiche von der Vorgabe klarmessen erwartet werden und auch die hohen Lebenshaltungskosten drüber das Bild von der Schweiz.,ɛ f y ʃ ə d a m ts uː m oː s n iː t ə l aɪ x ə f ɛ t f p æ ɡ ə p l æ m ɪ s ə ə v æ t ɪ t m ɛ k ə ʊ n d iː aɪ d iː h n uː h ɛ n æ n s n d ɪ k s k ø ʃ t ə t uː b ʊ d ɪ s b uː f uː d ə ʃ v iː s,Basel,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.",cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,12fb73be-cf60-4794-befb-381682ccda9a,female,twenties,26
8_Zürich,8,Zürich,Obwohl bereits dann zweimal das nicht reiche von den Vorgaben hin klar erwartet werde und auch die höhere Lebenshaltungshöchste trübe das Bild von der Schweiz.,ʊ n ts ɑː b m ə r aɪ s d ɛ n s n iː f d r aɪ f ɛ f ɛ t f ə n æ b æ m ɪ k ɛ r ɛ r v ɛ r t ə t v ɛ r t ə ʊ d ɛ t uː x ɛ r æ p ə ts ɛ t k s ɔ ʃ t ɛ t r uː p ə t ə ts s aɪ t ə ʃ m ɪ,Bern,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.",cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,4ee1811c-9884-4261-99cb-2f7346c8ea6e,male,twenties,26
8_Innerschweiz,8,Innerschweiz,Obwohl bereits dazu mal das Nichterliche der Vorgaben klar erwartet werden musste und auch die hohen Lebenshaltungskosten trieben das Bild der Schweiz.,oː p v uː b ə r aɪ ts d ts ʊ m ɔ s n ɪ x t ə r ə f uː d iː f oː b b ʊ x ɔ r ɛ t v ɔ r t ə t v ɑː b ə m ɔ s ts ə ʊ n t d iː h uː x ə l aʊ p ə n s h aʊ t ə ts ə l f t ə t r uː p ə ts b t f ʊ d ʃ v iː ts,Basel,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.",cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,4a8346e7-fa21-49b9-9a6f-c69ef828a68c,male,fifties,26
8_Bern,8,Bern,Obwohl bereits damals nicht die Reichen der Vorgaben klargerätet wurden und auch die hohen Lebenshaltungskosten der Jugendbinde der Schweiz.,ɪ n f b ʊ d r ø s t ɑː ts eː l oː ts l y t ə r oː f z ɪ n d a s uː r q oː p ə k l ɛ h ə d t uː t v a t ə m ɪ t ɪ b iː h ʊ f ɔ m a ə ts aɪ n d ɪ s s oː ʃ t uː t v v y ts b iː t ʊ n t iː ʃ a n,Basel,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.",cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,7ca44480-9007-4c1c-8046-aade3c4e6a87,male,twenties,26
8_Ostschweiz,8,Ostschweiz,Obwohl bereits dann zumal das Nicht-Erreichen der Vorgaben klar erwartet werden müsse und auch die hohe Lebenshaltungskosten treiben zu Bütten der Schweiz.,oː p v uː b ə r aɪ t d ɪ n ts iː m d a s n y x b ə r aʊ f ə f uː d iː f oː q ɔ b ə k l aɪ n ə v ɔ k ɪ t iː ɡ ə m ɛ s ə n aʊ d iː h uː iː f ɛ l æ t ə s h aɪ t ə k s ø ʃ t t ø b ɪ s b l uː t f uː d iː ʃ v iː,Basel,"Obwohl bereits dannzumal das ""Nichterreichen"" der Vorgaben klar erwartet werden musste. Und auch die hohen Lebenshaltungskosten trüben das Bild von der Schweiz.",cc78a0dafea00fd9d7f83f9f327ae3de3f8a450ae15d3f98a7ab6008e64c8d34,684dd9cf-2844-407b-9a7f-12e7b559773f,female,fourties,26
2_Bern,2,Bern,Die Heimwiese sind von Anwohnern und über soziale Medien eingegangen. Dabei braucht einer von den Winter keine Angst zu machen.,t eː v iː z z iː t f oː ɔ v oː n d ə r ʊ n t uː b ə z oː ts iː ɑː l ə m eː t iː iː ɡ a n ə d iː r b iː p r uː x t a l m ə m f ɔ d v ɪ m d r k eː a m ʃ ts m a x x ə,Basel,Die Hinweise seien von Anwohnern und über soziale Medien eingegangen. Dabei braucht einem der Winter keine Angst zu machen.,fcc2758a85263dff3e45887ad537fdd3f302c7917a136a55cd67b09ac0c41b5c,d2dee463-0eb9-47fa-b739-f1dccd8638f9,male,twenties,21
2_Ostschweiz,2,Ostschweiz,Die Jemis sind von Anwohnern und über soziale Medien eingegangen. Dabei braucht einer für den Winter keine Angst zu machen.,p iː n ɪ s ɪ ɡ ɪ p t f oː aʊ r oː m ɜ d iː p oː s eː ts j ɑː l l ɪ m eː t ɪ l iː ɡ a n ə d eː ɾ b b uː x t aɪ n ə f uː d v iː n t ə k aɪ ʃ ts m a x ə,Basel,Die Hinweise seien von Anwohnern und über soziale Medien eingegangen. Dabei braucht einem der Winter keine Angst zu machen.,fcc2758a85263dff3e45887ad537fdd3f302c7917a136a55cd67b09ac0c41b5c,684dd9cf-2844-407b-9a7f-12e7b559773f,female,fourties,21
2_Zürich,2,Zürich,Kiwi ist von unten und über soziale Medien eingegangen. Der Bier braucht einfach den Winter keine Angst zu machen.,p iː v iː s iː ɡ ɪ t f n ɛ n ɪ ʊ n d iː uː ɡ s ɛ ç ts j oː n ə m eː d iː a l b ə ɡ oː n d iː b iː b l uː x t ə aɪ n f ɔ d eː v iː n t r k aɪ aɪ n ʃ ts m ɛ ç ə,Basel,Die Hinweise seien von Anwohnern und über soziale Medien eingegangen. Dabei braucht einem der Winter keine Angst zu machen.,fcc2758a85263dff3e45887ad537fdd3f302c7917a136a55cd67b09ac0c41b5c,6d34bfbb-2de2-48d9-891d-ae216f9b347b,male,twenties,21
2_Basel,2,Basel,"Tewi Sieger vorab ohne und über soziale Medien Eingange gebietwucht allem, der Gewinn der Kei-Amts-Woche.",t iː v i s iː d uː f oː ɔ uː m oː ʊ n d m u s i ts j oː l i m iː i aɪ ɡ o n ə v iː uː x a l uː b b i n t oː aɪ aʊ m x s oː f ə,Basel,Die Hinweise seien von Anwohnern und über soziale Medien eingegangen. Dabei braucht einem der Winter keine Angst zu machen.,fcc2758a85263dff3e45887ad537fdd3f302c7917a136a55cd67b09ac0c41b5c,fd72db57-c291-43e6-840e-92e06f83ae56,male,twenties,21
2_Innerschweiz,2,Innerschweiz,"Die Wiese geht von Aarwander und über soziale Medien in Gang. Die Bibel braucht einfach den, der keine Angst zu machen hat.",p iː m ɪ s eː ɡ ɪ t f oː ɛ r eː n ə ʊ n t ɪ n p ə z ɪ ts j ɑː l ə m eː d ə ɪ b ɔ n ə d iː b l b r uː x x t aɪ f ɪ d eː m t r k aɪ ɔ m x ʃ t m ɔ x,Basel,Die Hinweise seien von Anwohnern und über soziale Medien eingegangen. Dabei braucht einem der Winter keine Angst zu machen.,fcc2758a85263dff3e45887ad537fdd3f302c7917a136a55cd67b09ac0c41b5c,acf67674-c912-42c0-ba3c-f85e2db965ac,male,thirties,21
2_Graubünden,2,Graubünden,Die Wiese sind von Anwohnern und über soziale Medien gegangen. Der Derby braucht einem für den Winter keine Angst zu machen.,t iː v iː z iː d eː m f oː ɛ r uː d ə r ʊ n d y b s iː ts j l ə m eː d iː ɡ ɛ n ɔ d ɛ d e b iː t b r uː x t ə aɪ n ə n f uː ɾ d ɛ ɾ v ɪ n t ɪ k aɪ aʊ ʃ ts m ɔ f ɔ,Basel,Die Hinweise seien von Anwohnern und über soziale Medien eingegangen. Dabei braucht einem der Winter keine Angst zu machen.,fcc2758a85263dff3e45887ad537fdd3f302c7917a136a55cd67b09ac0c41b5c,6516567b-0d9b-4853-880c-d5f0327dd384,male,fourties,21
2_Wallis,2,Wallis,"Die Wiese ist von anderen und über sozialen Medien gegangen. Der Bär bräuchte einfach den Winter, keine Angst zu haben.",d e v iː s z a iː ɡ ə f oː iː oː oː n ə r ə ʊ n d iː uː b uː r z i ts j oː a l ɪ m eː t j ə iː ɡ oː n a d i r uː b iː p r ɪ n x t r aɪ n a f ɛ d e v iː n t ə t aɪ a k ʃ t ts m oː f x a,Basel,Die Hinweise seien von Anwohnern und über soziale Medien eingegangen. Dabei braucht einem der Winter keine Angst zu machen.,fcc2758a85263dff3e45887ad537fdd3f302c7917a136a55cd67b09ac0c41b5c,fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac,female,twenties,21
5_Bern,5,Bern,Laut sind nun die Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker. Dahinter lag eine Frau und ein Sohn.,m ɔ t z iː uː t m ɪ p e l ɪ k v a ʃ t p ə m ɪ d ɔ b ɪ s p l a ts f uː r k r oː m i f ts iː d iː h ɔ n t v ɛ x ə a l r iː b ə m eː k t ə f r d uː s iː,Basel,Geplant sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker. Er hinterlässt eine Frau und einen Sohn.,a48a821c1dec59ff0a3c6767ffe39ef8a31622e29600d46daf8050c674d04115,0497b106-6644-42ce-b99e-57f9a6c7fc81,male,sixties,19
5_Innerschweiz,5,Innerschweiz,Planen sind laut Mitteilung Werkstätten mit Arbeitsplatz für qualifizierte Handwerker. Ein Hinterlott in Söhn und in Söhm.,b l aɪ m ts ɪ m b l iː n ɪ d ɑː v ɪ k v ɑː x x ʃ t a t m ɪ t oː r b ɪ ts m a ts f uː r k oː l iː f iː ts iː r d iː h ɔ n t v ɑː r f ə n a b h ɪ n d ə r l oː t ɪ n ts ɪ r iː ɪ n d eː n ʃ eː n,Basel,Geplant sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker. Er hinterlässt eine Frau und einen Sohn.,a48a821c1dec59ff0a3c6767ffe39ef8a31622e29600d46daf8050c674d04115,acf67674-c912-42c0-ba3c-f85e2db965ac,male,thirties,19
5_Wallis,5,Wallis,Die Plots sind mitmitteilige Werkstätten mit Arbeitsplatz für qualifizierte Handwerker. Erinnerlich im Song in meiner Liste.,d iː p l aʊ m ts ɪ n f l iː t m ɪ t aɪ l iː ɡ b a x ʃ t ɑː t ə m ɪ t a r b aɪ t s p l a s f y r k oː l iː f iː ts iː r t ə h oː n d v a r x a r ɛ r a r h ɪ n t ə r n oː x t h ɪ m z oː n ə n ɪ n ɪ n ɛ b l ɪ n ʃ t iː,Basel,Geplant sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker. Er hinterlässt eine Frau und einen Sohn.,a48a821c1dec59ff0a3c6767ffe39ef8a31622e29600d46daf8050c674d04115,fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac,female,twenties,19
5_Zürich,5,Zürich,"Blond sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker, eine hinterlote Frau und ein Sohn.",v ɛ ɛ z ɪ n t m ɪ d ɛ l ɪ ɡ r æ ʃ t ɛ d eː ɪ d ɛ r b ʊ s p l æ ts f ɛ k ɑː l ɪ f iː ts iː d iː h ɛ n d f ɛ r x ə r ɛ h ɪ n d r ɛ d ɛ f r aɪ ʊ n d eː m s ɛ n n d ə m ɛ n t,Bern,Geplant sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker. Er hinterlässt eine Frau und einen Sohn.,a48a821c1dec59ff0a3c6767ffe39ef8a31622e29600d46daf8050c674d04115,4ee1811c-9884-4261-99cb-2f7346c8ea6e,male,twenties,19
5_Ostschweiz,5,Ostschweiz,Plan sind und mitteilen Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker. Ein Intervall TV und ein Zoom.,d l a n ts ɪ d uː t m ɪ d æ l ə t v ɛ k ʃ t eː t ə m ɪ t aʊ ɛ p l eː ts ə oː l iː f iː ts oː d iː h a m b ɔ k oː d ɛ h ɪ n t ɛ v eː t ɪ f aɪ ɪ n d n ts iː,Basel,Geplant sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker. Er hinterlässt eine Frau und einen Sohn.,a48a821c1dec59ff0a3c6767ffe39ef8a31622e29600d46daf8050c674d04115,72911186-8b0e-4c0b-af3d-4d8765072930,male,twenties,19
5_Basel,5,Basel,Laut sind nun mitteilig Werkstätten mit Arbeitsplatz für qualifizierte Handwerker. Ein Interessefrei und Sinn. Interesse,l ɑː n ts iː n uː m ɪ v ɑː m ɪ k v ɛ k ʃ t ø t ə m ɪ t aɪ b ə s p l a ts f yː k a l i f iː ts iː d iː h ɔ n d v ɛ ɾ k ʊ aɪ n t ə b ɛ s t ə f r aʊ ɪ n ʃ ɪ m t ɪ ŋ r eɪ t,Basel,Geplant sind laut Mitteilung Werkstätten mit Arbeitsplätzen für qualifizierte Handwerker. Er hinterlässt eine Frau und einen Sohn.,a48a821c1dec59ff0a3c6767ffe39ef8a31622e29600d46daf8050c674d04115,8050767b-0a0e-43db-8754-2a42e896f7dd,female,thirties,19
